,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate
2012-12-02 00:00:00+00:00,1.62,0.25,0.16,0.11,0.08,0.61,2.37,2.81,2.64,3.32
2012-12-09 00:00:00+00:00,1.64,0.25,0.16,0.06,0.09,0.63,2.39,2.81,2.67,3.34
2012-12-16 00:00:00+00:00,1.72,0.24,0.17,0.01,0.04,0.7,2.46,2.87,2.66,3.32
2012-12-23 00:00:00+00:00,1.77,0.26,0.17,0.02,0.06,0.75,2.52,2.93,2.65,3.37
2012-12-30 00:00:00+00:00,1.73,0.27,0.17,0.0,0.01,0.72,2.47,2.88,2.65,3.35
2013-01-06 00:00:00+00:00,1.93,0.27,0.16,0.06,0.07,0.82,2.7,3.1,2.64,3.34
2013-01-13 00:00:00+00:00,1.89,0.26,0.14,0.04,0.07,0.78,2.65,3.05,2.66,3.4
2013-01-20 00:00:00+00:00,1.87,0.26,0.14,0.04,0.08,0.77,2.63,3.03,2.66,3.38
2013-01-27 00:00:00+00:00,1.98,0.28,0.14,0.06,0.08,0.87,2.75,3.14,2.71,3.42
2013-02-03 00:00:00+00:00,2.04,0.27,0.14,0.02,0.06,0.88,2.83,3.21,2.81,3.53
2013-02-10 00:00:00+00:00,1.99,0.25,0.14,0.03,0.07,0.84,2.79,3.17,2.77,3.53
2013-02-17 00:00:00+00:00,2.01,0.29,0.16,0.09,0.1,0.87,2.8,3.18,2.77,3.53
2013-02-24 00:00:00+00:00,1.97,0.27,0.16,0.11,0.13,0.84,2.77,3.15,2.77,3.56
2013-03-03 00:00:00+00:00,1.86,0.25,0.14,0.07,0.11,0.75,2.68,3.06,2.76,3.51
2013-03-10 00:00:00+00:00,2.06,0.27,0.15,0.09,0.1,0.9,2.89,3.25,2.76,3.52
2013-03-17 00:00:00+00:00,2.01,0.25,0.16,0.07,0.09,0.84,2.85,3.22,2.79,3.63
2013-03-24 00:00:00+00:00,1.93,0.26,0.15,0.07,0.07,0.8,2.75,3.13,2.72,3.54
2013-03-31 00:00:00+00:00,1.87,0.25,0.09,0.04,0.07,0.77,2.71,3.1,2.76,3.57
2013-04-07 00:00:00+00:00,1.72,0.24,0.15,0.05,0.07,0.68,2.5,2.87,2.74,3.54
2013-04-14 00:00:00+00:00,1.75,0.22,0.15,0.05,0.06,0.7,2.54,2.92,2.65,3.43
2013-04-21 00:00:00+00:00,1.73,0.24,0.15,0.04,0.05,0.72,2.5,2.88,2.64,3.41
2013-04-28 00:00:00+00:00,1.7,0.22,0.13,0.04,0.05,0.68,2.47,2.87,2.61,3.4
2013-05-05 00:00:00+00:00,1.78,0.22,0.14,0.02,0.05,0.73,2.58,2.96,2.56,3.35
2013-05-12 00:00:00+00:00,1.9,0.26,0.12,0.02,0.04,0.82,2.7,3.1,2.61,3.42
2013-05-19 00:00:00+00:00,1.95,0.26,0.1,0.01,0.04,0.84,2.77,3.17,2.69,3.51
2013-05-26 00:00:00+00:00,2.01,0.26,0.09,0.03,0.04,0.9,2.8,3.18,2.77,3.59
2013-06-02 00:00:00+00:00,2.16,0.3,0.09,0.03,0.04,1.05,2.95,3.3,2.98,3.81
2013-06-09 00:00:00+00:00,2.17,0.32,0.09,0.04,0.04,1.1,2.98,3.33,3.03,3.91
2013-06-16 00:00:00+00:00,2.14,0.29,0.1,0.04,0.05,1.04,2.95,3.28,3.1,3.98
2013-06-23 00:00:00+00:00,2.52,0.38,0.1,0.02,0.05,1.42,3.26,3.56,3.04,3.93
2013-06-30 00:00:00+00:00,2.52,0.36,0.07,0.02,0.04,1.41,3.22,3.52,3.5,4.46
2013-07-07 00:00:00+00:00,2.73,0.4,0.1,0.03,0.04,1.6,3.41,3.68,3.39,4.29
2013-07-14 00:00:00+00:00,2.61,0.37,0.09,0.02,0.04,1.43,3.34,3.64,3.53,4.51
2013-07-21 00:00:00+00:00,2.5,0.32,0.09,0.01,0.03,1.31,3.25,3.56,3.41,4.37
2013-07-28 00:00:00+00:00,2.58,0.31,0.09,0.02,0.03,1.36,3.31,3.61,3.39,4.31
2013-08-04 00:00:00+00:00,2.63,0.3,0.09,0.02,0.04,1.36,3.39,3.69,3.43,4.39
2013-08-11 00:00:00+00:00,2.57,0.32,0.08,0.05,0.05,1.36,3.36,3.63,3.43,4.4
2013-08-18 00:00:00+00:00,2.84,0.36,0.09,0.05,0.05,1.6,3.61,3.86,3.44,4.4
2013-08-25 00:00:00+00:00,2.82,0.4,0.08,0.02,0.03,1.66,3.55,3.8,3.6,4.58
2013-09-01 00:00:00+00:00,2.78,0.39,0.07,0.02,0.03,1.62,3.46,3.7,3.54,4.51
2013-09-08 00:00:00+00:00,2.94,0.46,0.08,0.02,0.02,1.77,3.62,3.87,3.59,4.57
2013-09-15 00:00:00+00:00,2.9,0.45,0.08,0.01,0.01,1.71,3.59,3.84,3.59,4.57
2013-09-22 00:00:00+00:00,2.75,0.34,0.08,0.01,0.01,1.5,3.5,3.77,3.54,4.5
2013-09-29 00:00:00+00:00,2.64,0.34,0.08,0.03,0.02,1.4,3.4,3.68,3.37,4.32
2013-10-06 00:00:00+00:00,2.66,0.33,0.08,0.11,0.03,1.41,3.43,3.73,3.29,4.22
2013-10-13 00:00:00+00:00,2.7,0.35,0.1,0.25,0.08,1.42,3.45,3.74,3.31,4.23
2013-10-20 00:00:00+00:00,2.6,0.33,0.1,0.01,0.04,1.35,3.36,3.65,3.33,4.28
2013-10-27 00:00:00+00:00,2.53,0.32,0.08,0.02,0.04,1.3,3.3,3.6,3.24,4.13
2013-11-03 00:00:00+00:00,2.65,0.33,0.08,0.03,0.04,1.37,3.4,3.69,3.2,4.1
2013-11-10 00:00:00+00:00,2.77,0.32,0.08,0.04,0.06,1.42,3.55,3.84,3.27,4.16
2013-11-17 00:00:00+00:00,2.71,0.31,0.09,0.06,0.08,1.36,3.5,3.8,3.35,4.35
2013-11-24 00:00:00+00:00,2.75,0.31,0.09,0.02,0.07,1.37,3.54,3.84,3.27,4.22
2013-12-01 00:00:00+00:00,2.75,0.28,0.07,0.05,0.06,1.37,3.54,3.82,3.3,4.29
2013-12-08 00:00:00+00:00,2.88,0.3,0.09,0.03,0.06,1.51,3.63,3.9,3.47,4.46
2013-12-15 00:00:00+00:00,2.88,0.34,0.08,0.02,0.07,1.55,3.61,3.88,3.43,4.42
2013-12-22 00:00:00+00:00,2.89,0.37,0.09,0.02,0.07,1.66,3.57,3.82,3.51,4.47
2013-12-29 00:00:00+00:00,3.02,0.4,0.08,0.01,0.07,1.74,3.7,3.94,3.52,4.48
2014-01-05 00:00:00+00:00,3.01,0.41,0.08,0.02,0.07,1.73,3.69,3.93,3.55,4.53
2014-01-12 00:00:00+00:00,2.88,0.39,0.07,0.01,0.05,1.64,3.54,3.8,3.56,4.51
2014-01-19 00:00:00+00:00,2.84,0.4,0.07,0.01,0.05,1.64,3.5,3.75,3.45,4.41
2014-01-26 00:00:00+00:00,2.75,0.37,0.07,0.04,0.04,1.58,3.4,3.64,3.44,4.39
2014-02-02 00:00:00+00:00,2.67,0.34,0.07,0.03,0.02,1.49,3.35,3.61,3.4,4.32
2014-02-09 00:00:00+00:00,2.71,0.3,0.06,0.1,0.08,1.47,3.39,3.67,3.33,4.23
2014-02-16 00:00:00+00:00,2.75,0.32,0.06,0.01,0.02,1.53,3.41,3.69,3.33,4.28
2014-02-23 00:00:00+00:00,2.73,0.33,0.07,0.02,0.05,1.56,3.41,3.69,3.35,4.33
2014-03-02 00:00:00+00:00,2.66,0.33,0.06,0.04,0.05,1.51,3.31,3.59,3.39,4.37
2014-03-09 00:00:00+00:00,2.8,0.38,0.08,0.06,0.06,1.65,3.45,3.72,3.32,4.28
2014-03-16 00:00:00+00:00,2.65,0.36,0.08,0.05,0.05,1.55,3.3,3.59,3.38,4.37
2014-03-23 00:00:00+00:00,2.75,0.45,0.08,0.05,0.06,1.73,3.34,3.61,3.32,4.32
2014-03-30 00:00:00+00:00,2.73,0.45,0.08,0.03,0.04,1.74,3.29,3.55,3.42,4.4
2014-04-06 00:00:00+00:00,2.74,0.43,0.08,0.03,0.03,1.71,3.33,3.59,3.47,4.41
2014-04-13 00:00:00+00:00,2.63,0.37,0.09,0.04,0.04,1.58,3.22,3.48,3.38,4.34
2014-04-20 00:00:00+00:00,2.73,0.43,0.1,0.02,0.03,1.75,3.27,3.52,3.33,4.27
2014-04-27 00:00:00+00:00,2.68,0.43,0.09,0.01,0.03,1.72,3.2,3.45,3.39,4.33
2014-05-04 00:00:00+00:00,2.6,0.42,0.09,0.01,0.02,1.67,3.12,3.37,3.38,4.29
2014-05-11 00:00:00+00:00,2.62,0.4,0.08,0.02,0.03,1.63,3.18,3.47,3.32,4.21
2014-05-18 00:00:00+00:00,2.52,0.38,0.09,0.01,0.03,1.56,3.07,3.34,3.29,4.2
2014-05-25 00:00:00+00:00,2.54,0.37,0.09,0.04,0.04,1.55,3.12,3.4,3.25,4.14
2014-06-01 00:00:00+00:00,2.48,0.37,0.08,0.05,0.04,1.54,3.05,3.33,3.21,4.12
2014-06-08 00:00:00+00:00,2.6,0.41,0.09,0.02,0.04,1.66,3.17,3.44,3.23,4.14
2014-06-15 00:00:00+00:00,2.6,0.45,0.1,0.02,0.04,1.7,3.14,3.41,3.31,4.2
2014-06-22 00:00:00+00:00,2.63,0.5,0.1,0.01,0.02,1.71,3.18,3.44,3.3,4.17
2014-06-29 00:00:00+00:00,2.54,0.45,0.1,0.02,0.03,1.64,3.1,3.36,3.22,4.14
2014-07-06 00:00:00+00:00,2.65,0.52,0.09,0.01,0.01,1.74,3.21,3.47,3.22,4.12
2014-07-13 00:00:00+00:00,2.53,0.48,0.09,0.02,0.02,1.65,3.07,3.34,3.24,4.15
2014-07-20 00:00:00+00:00,2.5,0.51,0.09,0.03,0.02,1.69,3.03,3.29,3.23,4.13
2014-07-27 00:00:00+00:00,2.48,0.53,0.09,0.03,0.03,1.69,2.99,3.24,3.26,4.13
2014-08-03 00:00:00+00:00,2.52,0.47,0.09,0.01,0.03,1.67,3.03,3.29,3.23,4.12
2014-08-10 00:00:00+00:00,2.44,0.45,0.09,0.03,0.03,1.62,2.97,3.23,3.27,4.14
2014-08-17 00:00:00+00:00,2.34,0.42,0.09,0.03,0.03,1.55,2.86,3.13,3.24,4.12
2014-08-24 00:00:00+00:00,2.4,0.53,0.09,0.04,0.03,1.68,2.9,3.16,3.23,4.1
2014-08-31 00:00:00+00:00,2.35,0.48,0.07,0.02,0.03,1.63,2.83,3.09,3.25,4.1
2014-09-07 00:00:00+00:00,2.46,0.52,0.09,0.02,0.03,1.69,2.97,3.23,3.24,4.1
2014-09-14 00:00:00+00:00,2.62,0.58,0.09,0.01,0.02,1.83,3.1,3.35,3.26,4.12
2014-09-21 00:00:00+00:00,2.59,0.59,0.09,0.01,0.02,1.83,3.05,3.29,3.37,4.23
2014-09-28 00:00:00+00:00,2.54,0.59,0.09,0.01,0.01,1.8,2.99,3.22,3.36,4.2
2014-10-05 00:00:00+00:00,2.45,0.57,0.09,0.01,0.01,1.73,2.89,3.13,3.36,4.19
2014-10-12 00:00:00+00:00,2.31,0.45,0.09,0.02,0.01,1.55,2.77,3.03,3.3,4.12
2014-10-19 00:00:00+00:00,2.22,0.39,0.09,0.03,0.02,1.44,2.7,2.98,3.18,3.97
2014-10-26 00:00:00+00:00,2.29,0.41,0.09,0.02,0.01,1.52,2.77,3.05,3.08,3.92
2014-11-02 00:00:00+00:00,2.35,0.5,0.07,0.01,0.01,1.62,2.81,3.07,3.13,3.98
2014-11-09 00:00:00+00:00,2.32,0.51,0.09,0.04,0.03,1.6,2.76,3.04,3.21,4.02
2014-11-16 00:00:00+00:00,2.32,0.54,0.09,0.04,0.02,1.62,2.77,3.04,3.2,4.01
2014-11-23 00:00:00+00:00,2.31,0.53,0.1,0.04,0.01,1.63,2.75,3.02,3.17,3.99
2014-11-30 00:00:00+00:00,2.18,0.47,0.08,0.04,0.02,1.49,2.62,2.89,3.17,3.97
2014-12-07 00:00:00+00:00,2.31,0.65,0.12,0.02,0.02,1.69,2.69,2.97,3.1,3.89
2014-12-14 00:00:00+00:00,2.1,0.56,0.12,0.02,0.02,1.53,2.45,2.75,3.2,3.93
2014-12-21 00:00:00+00:00,2.17,0.67,0.13,0.01,0.04,1.66,2.48,2.77,3.09,3.8
2014-12-28 00:00:00+00:00,2.25,0.73,0.13,0.01,0.01,1.75,2.54,2.81,3.1,3.83
2015-01-04 00:00:00+00:00,2.12,0.66,0.12,0.02,0.02,1.61,2.41,2.69,3.15,3.87
2015-01-11 00:00:00+00:00,1.98,0.59,0.12,0.02,0.02,1.45,2.29,2.55,3.05,3.73
2015-01-18 00:00:00+00:00,1.83,0.49,0.13,0.02,0.03,1.29,2.17,2.44,2.98,3.66
2015-01-25 00:00:00+00:00,1.81,0.52,0.12,0.02,0.02,1.33,2.12,2.38,2.93,3.63
2015-02-01 00:00:00+00:00,1.68,0.47,0.06,0.01,0.02,1.18,2.04,2.25,2.98,3.66
2015-02-08 00:00:00+00:00,1.95,0.65,0.11,0.01,0.02,1.48,2.28,2.51,2.92,3.59
2015-02-15 00:00:00+00:00,2.02,0.66,0.12,0.02,0.01,1.53,2.39,2.63,2.99,3.69
2015-02-22 00:00:00+00:00,2.13,0.67,0.12,0.02,0.02,1.61,2.5,2.73,3.05,3.76
2015-03-01 00:00:00+00:00,2.0,0.63,0.06,0.02,0.02,1.5,2.38,2.6,3.07,3.8
2015-03-08 00:00:00+00:00,2.24,0.73,0.12,0.02,0.01,1.7,2.63,2.83,3.03,3.75
2015-03-15 00:00:00+00:00,2.13,0.68,0.11,0.03,0.03,1.6,2.48,2.7,3.1,3.86
2015-03-22 00:00:00+00:00,1.93,0.6,0.12,0.0,0.01,1.42,2.29,2.5,3.06,3.78
2015-03-29 00:00:00+00:00,1.95,0.58,0.12,0.02,0.04,1.42,2.29,2.53,2.97,3.69
2015-04-05 00:00:00+00:00,1.85,0.49,0.12,0.04,0.02,1.26,2.24,2.49,2.98,3.7
2015-04-12 00:00:00+00:00,1.96,0.57,0.12,0.01,0.02,1.41,2.33,2.58,2.93,3.66
2015-04-19 00:00:00+00:00,1.87,0.51,0.13,0.03,0.01,1.31,2.26,2.51,2.94,3.67
2015-04-26 00:00:00+00:00,1.93,0.54,0.13,0.03,0.03,1.34,2.36,2.62,2.92,3.65
2015-05-03 00:00:00+00:00,2.12,0.6,0.13,0.0,0.01,1.5,2.57,2.82,2.94,3.68
2015-05-10 00:00:00+00:00,2.16,0.59,0.13,0.01,0.01,1.5,2.63,2.9,3.02,3.8
2015-05-17 00:00:00+00:00,2.14,0.55,0.13,0.02,0.02,1.46,2.66,2.93,3.07,3.85
2015-05-24 00:00:00+00:00,2.21,0.64,0.13,0.01,0.02,1.57,2.73,2.99,3.05,3.84
2015-05-31 00:00:00+00:00,2.12,0.61,0.08,0.01,0.01,1.49,2.63,2.88,3.11,3.87
2015-06-07 00:00:00+00:00,2.41,0.73,0.13,0.02,0.03,1.75,2.87,3.11,3.08,3.87
2015-06-14 00:00:00+00:00,2.39,0.74,0.13,0.01,0.02,1.75,2.84,3.1,3.25,4.04
2015-06-21 00:00:00+00:00,2.26,0.65,0.13,0.0,0.01,1.59,2.76,3.05,3.23,4.0
2015-06-28 00:00:00+00:00,2.49,0.72,0.13,0.0,0.01,1.75,2.98,3.25,3.21,4.02
2015-07-05 00:00:00+00:00,2.4,0.64,0.13,0.01,0.01,1.64,2.9,3.19,3.24,4.08
2015-07-12 00:00:00+00:00,2.42,0.65,0.13,0.01,0.01,1.68,2.91,3.2,3.2,4.04
2015-07-19 00:00:00+00:00,2.34,0.68,0.13,0.03,0.03,1.67,2.77,3.08,3.25,4.09
2015-07-26 00:00:00+00:00,2.27,0.7,0.13,0.04,0.04,1.64,2.67,2.96,3.21,4.04
2015-08-02 00:00:00+00:00,2.2,0.67,0.08,0.04,0.08,1.54,2.61,2.92,3.17,3.98
2015-08-09 00:00:00+00:00,2.18,0.73,0.14,0.03,0.06,1.59,2.52,2.83,3.13,3.91
2015-08-16 00:00:00+00:00,2.2,0.73,0.14,0.04,0.09,1.61,2.54,2.84,3.17,3.94
2015-08-23 00:00:00+00:00,2.05,0.64,0.15,0.02,0.03,1.44,2.44,2.74,3.15,3.93
2015-08-30 00:00:00+00:00,2.19,0.72,0.14,0.02,0.06,1.52,2.61,2.92,3.06,3.84
2015-09-06 00:00:00+00:00,2.13,0.71,0.14,0.02,0.02,1.47,2.58,2.89,3.09,3.89
2015-09-13 00:00:00+00:00,2.2,0.71,0.14,0.04,0.04,1.52,2.63,2.95,3.1,3.9
2015-09-20 00:00:00+00:00,2.13,0.69,0.14,0.0,0.0,1.45,2.58,2.93,3.11,3.91
2015-09-27 00:00:00+00:00,2.17,0.7,0.13,0.0,0.0,1.48,2.6,2.96,3.08,3.86
2015-10-04 00:00:00+00:00,1.99,0.58,0.13,0.0,0.0,1.29,2.44,2.82,3.07,3.85
2015-10-11 00:00:00+00:00,2.12,0.65,0.13,0.01,0.01,1.41,2.55,2.94,2.99,3.76
2015-10-18 00:00:00+00:00,2.04,0.61,0.13,0.03,0.01,1.36,2.46,2.87,3.03,3.82
2015-10-25 00:00:00+00:00,2.09,0.66,0.12,0.01,0.01,1.43,2.54,2.9,2.98,3.79
2015-11-01 00:00:00+00:00,2.16,0.75,0.07,0.01,0.08,1.52,2.57,2.93,2.98,3.76
2015-11-08 00:00:00+00:00,2.34,0.9,0.12,0.04,0.08,1.73,2.76,3.09,3.09,3.87
2015-11-15 00:00:00+00:00,2.28,0.86,0.12,0.03,0.14,1.67,2.72,3.06,3.2,3.98
2015-11-22 00:00:00+00:00,2.26,0.93,0.12,0.05,0.12,1.7,2.68,3.02,3.18,3.97
2015-11-29 00:00:00+00:00,2.22,0.92,0.12,0.13,0.18,1.64,2.64,3.0,3.18,3.95
2015-12-06 00:00:00+00:00,2.28,0.96,0.13,0.17,0.23,1.71,2.65,3.01,3.16,3.93
2015-12-13 00:00:00+00:00,2.13,0.88,0.14,0.15,0.23,1.56,2.49,2.87,3.19,3.95
2015-12-20 00:00:00+00:00,2.19,0.97,0.37,0.16,0.19,1.67,2.54,2.9,3.22,3.97
2015-12-27 00:00:00+00:00,2.25,1.03,0.36,0.15,0.2,1.73,2.61,2.96,3.22,3.96
2016-01-03 00:00:00+00:00,2.27,1.06,0.2,0.14,0.16,1.76,2.67,3.01,3.24,4.01
2016-01-10 00:00:00+00:00,2.13,0.94,0.36,0.2,0.2,1.57,2.55,2.91,3.26,3.97
2016-01-17 00:00:00+00:00,2.03,0.85,0.36,0.19,0.24,1.46,2.44,2.81,3.19,3.92
2016-01-24 00:00:00+00:00,2.07,0.88,0.38,0.26,0.31,1.49,2.46,2.83,3.1,3.81
2016-01-31 00:00:00+00:00,1.94,0.76,0.29,0.22,0.33,1.33,2.36,2.75,3.07,3.79
2016-02-07 00:00:00+00:00,1.86,0.74,0.38,0.23,0.3,1.25,2.27,2.68,3.01,3.72
2016-02-14 00:00:00+00:00,1.74,0.71,0.38,0.26,0.3,1.2,2.15,2.6,2.95,3.65
2016-02-21 00:00:00+00:00,1.76,0.76,0.38,0.26,0.31,1.24,2.17,2.61,2.95,3.65
2016-02-28 00:00:00+00:00,1.76,0.8,0.37,0.26,0.33,1.23,2.2,2.63,2.93,3.62
2016-03-06 00:00:00+00:00,1.88,0.88,0.36,0.25,0.29,1.38,2.29,2.7,2.94,3.64
2016-03-13 00:00:00+00:00,1.98,0.97,0.36,0.27,0.33,1.49,2.34,2.75,2.96,3.68
2016-03-20 00:00:00+00:00,1.88,0.84,0.37,0.27,0.3,1.34,2.26,2.68,2.99,3.73
2016-03-27 00:00:00+00:00,1.91,0.89,0.37,0.24,0.3,1.39,2.28,2.67,2.96,3.71
2016-04-03 00:00:00+00:00,1.79,0.76,0.37,0.2,0.23,1.24,2.2,2.62,2.98,3.71
2016-04-10 00:00:00+00:00,1.72,0.7,0.37,0.2,0.23,1.16,2.13,2.55,2.88,3.59
2016-04-17 00:00:00+00:00,1.76,0.74,0.37,0.19,0.22,1.22,2.14,2.56,2.86,3.58
2016-04-24 00:00:00+00:00,1.89,0.84,0.37,0.19,0.23,1.37,2.3,2.7,2.85,3.59
2016-05-01 00:00:00+00:00,1.83,0.77,0.3,0.16,0.22,1.28,2.26,2.66,2.89,3.66
2016-05-08 00:00:00+00:00,1.79,0.74,0.37,0.2,0.19,1.23,2.2,2.62,2.86,3.61
2016-05-15 00:00:00+00:00,1.71,0.76,0.37,0.25,0.29,1.22,2.14,2.55,2.81,3.57
2016-05-22 00:00:00+00:00,1.85,0.89,0.37,0.26,0.33,1.38,2.24,2.63,2.81,3.58
2016-05-29 00:00:00+00:00,1.85,0.9,0.37,0.23,0.32,1.39,2.25,2.65,2.89,3.64
2016-06-05 00:00:00+00:00,1.71,0.78,0.37,0.19,0.3,1.23,2.09,2.52,2.92,3.66
2016-06-12 00:00:00+00:00,1.64,0.73,0.37,0.18,0.26,1.17,2.02,2.44,2.87,3.6
2016-06-19 00:00:00+00:00,1.62,0.7,0.38,0.22,0.27,1.13,1.99,2.43,2.81,3.54
2016-06-26 00:00:00+00:00,1.57,0.64,0.4,0.24,0.27,1.08,1.96,2.42,2.83,3.56
2016-07-03 00:00:00+00:00,1.46,0.59,0.41,0.24,0.28,1.0,1.81,2.24,2.78,3.48
2016-07-10 00:00:00+00:00,1.37,0.61,0.4,0.26,0.28,0.95,1.69,2.11,2.74,3.41
2016-07-17 00:00:00+00:00,1.6,0.71,0.4,0.27,0.32,1.15,1.9,2.3,2.72,3.42
2016-07-24 00:00:00+00:00,1.57,0.71,0.4,0.29,0.33,1.13,1.9,2.29,2.75,3.45
2016-07-31 00:00:00+00:00,1.46,0.67,0.3,0.19,0.28,1.03,1.78,2.18,2.78,3.48
2016-08-07 00:00:00+00:00,1.59,0.72,0.4,0.23,0.28,1.13,1.91,2.32,2.74,3.43
2016-08-14 00:00:00+00:00,1.51,0.71,0.4,0.27,0.29,1.1,1.85,2.23,2.76,3.45
2016-08-21 00:00:00+00:00,1.58,0.76,0.4,0.27,0.3,1.17,1.93,2.29,2.74,3.43
2016-08-28 00:00:00+00:00,1.62,0.84,0.4,0.28,0.34,1.23,1.96,2.29,2.74,3.43
2016-09-04 00:00:00+00:00,1.6,0.8,0.4,0.25,0.33,1.2,1.95,2.28,2.77,3.46
2016-09-11 00:00:00+00:00,1.67,0.79,0.4,0.24,0.35,1.23,2.05,2.39,2.76,3.44
2016-09-18 00:00:00+00:00,1.7,0.77,0.4,0.2,0.3,1.21,2.1,2.44,2.77,3.5
2016-09-25 00:00:00+00:00,1.62,0.77,0.4,0.09,0.18,1.16,2.02,2.34,2.76,3.48
2016-10-02 00:00:00+00:00,1.6,0.77,0.29,0.2,0.29,1.14,1.99,2.32,2.72,3.42
2016-10-09 00:00:00+00:00,1.73,0.83,0.4,0.26,0.33,1.26,2.14,2.46,2.72,3.42
2016-10-16 00:00:00+00:00,1.8,0.84,0.41,0.26,0.32,1.28,2.22,2.55,2.76,3.47
2016-10-23 00:00:00+00:00,1.74,0.84,0.41,0.25,0.34,1.25,2.15,2.48,2.79,3.52
2016-10-30 00:00:00+00:00,1.86,0.86,0.41,0.18,0.3,1.33,2.27,2.62,2.78,3.47
2016-11-06 00:00:00+00:00,1.79,0.8,0.41,0.25,0.38,1.24,2.22,2.56,2.84,3.54
2016-11-13 00:00:00+00:00,2.15,0.92,0.41,0.3,0.48,1.56,2.58,2.94,2.88,3.57
2016-11-20 00:00:00+00:00,2.34,1.07,0.41,0.28,0.44,1.8,2.7,3.01,3.14,3.94
2016-11-27 00:00:00+00:00,2.36,1.12,0.41,0.34,0.49,1.83,2.71,3.01,3.25,4.03
2016-12-04 00:00:00+00:00,2.4,1.11,0.41,0.34,0.49,1.84,2.78,3.08,3.34,4.08
2016-12-11 00:00:00+00:00,2.47,1.15,0.41,0.41,0.54,1.89,2.87,3.16,3.36,4.13
2016-12-18 00:00:00+00:00,2.6,1.28,0.66,0.46,0.51,2.07,2.91,3.19,3.37,4.16
2016-12-25 00:00:00+00:00,2.55,1.22,0.66,0.42,0.52,2.04,2.86,3.12,3.52,4.3
2017-01-01 00:00:00+00:00,2.45,1.2,0.55,0.44,0.51,1.93,2.79,3.06,3.55,4.32
2017-01-08 00:00:00+00:00,2.42,1.22,0.66,0.5,0.53,1.92,2.73,3.0,3.44,4.2
2017-01-15 00:00:00+00:00,2.4,1.21,0.66,0.52,0.53,1.9,2.71,2.99,3.37,4.12
2017-01-22 00:00:00+00:00,2.48,1.2,0.66,0.46,0.5,1.95,2.79,3.05,3.34,4.09
2017-01-29 00:00:00+00:00,2.49,1.22,0.66,0.49,0.52,1.94,2.8,3.06,3.4,4.19
2017-02-05 00:00:00+00:00,2.49,1.21,0.66,0.49,0.51,1.93,2.82,3.11,3.41,4.19
2017-02-12 00:00:00+00:00,2.41,1.2,0.66,0.51,0.55,1.89,2.75,3.01,3.39,4.17
2017-02-19 00:00:00+00:00,2.42,1.21,0.66,0.5,0.53,1.92,2.78,3.03,3.35,4.15
2017-02-26 00:00:00+00:00,2.31,1.12,0.66,0.4,0.52,1.8,2.69,2.95,3.37,4.16
2017-03-05 00:00:00+00:00,2.49,1.32,0.66,0.56,0.71,2.02,2.83,3.08,3.32,4.1
2017-03-12 00:00:00+00:00,2.58,1.36,0.66,0.6,0.75,2.11,2.94,3.16,3.42,4.21
2017-03-19 00:00:00+00:00,2.5,1.33,0.91,0.71,0.73,2.03,2.86,3.11,3.5,4.3
2017-03-26 00:00:00+00:00,2.4,1.26,0.91,0.73,0.78,1.93,2.74,3.0,3.44,4.23
2017-04-02 00:00:00+00:00,2.4,1.27,0.82,0.74,0.76,1.93,2.76,3.02,3.39,4.14
2017-04-09 00:00:00+00:00,2.38,1.29,0.91,0.77,0.82,1.92,2.74,3.0,3.36,4.1
2017-04-16 00:00:00+00:00,2.24,1.21,0.91,0.76,0.81,1.77,2.62,2.89,3.34,4.08
2017-04-23 00:00:00+00:00,2.24,1.2,0.91,0.72,0.79,1.77,2.61,2.89,3.23,3.97
2017-04-30 00:00:00+00:00,2.29,1.28,0.83,0.68,0.8,1.81,2.67,2.96,3.27,4.03
2017-05-07 00:00:00+00:00,2.36,1.32,0.91,0.71,0.9,1.89,2.73,2.99,3.27,4.02
2017-05-14 00:00:00+00:00,2.33,1.29,0.91,0.69,0.88,1.85,2.74,2.98,3.29,4.05
2017-05-21 00:00:00+00:00,2.23,1.28,0.91,0.71,0.92,1.79,2.63,2.9,3.27,4.02
2017-05-28 00:00:00+00:00,2.25,1.3,0.91,0.75,0.94,1.79,2.65,2.92,3.19,3.95
2017-06-04 00:00:00+00:00,2.15,1.28,0.91,0.82,0.98,1.71,2.53,2.8,3.19,3.94
2017-06-11 00:00:00+00:00,2.21,1.35,0.91,0.8,1.01,1.77,2.59,2.86,3.16,3.89
2017-06-18 00:00:00+00:00,2.16,1.32,1.16,0.85,1.03,1.75,2.52,2.78,3.18,3.91
2017-06-25 00:00:00+00:00,2.15,1.34,1.16,0.76,0.97,1.77,2.48,2.71,3.17,3.9
2017-07-02 00:00:00+00:00,2.31,1.38,1.06,0.84,1.03,1.89,2.61,2.84,3.17,3.88
2017-07-09 00:00:00+00:00,2.39,1.4,1.16,0.94,1.05,1.95,2.71,2.93,3.22,3.96
2017-07-16 00:00:00+00:00,2.33,1.35,1.16,0.93,1.04,1.87,2.67,2.91,3.29,4.03
2017-07-23 00:00:00+00:00,2.24,1.36,1.16,1.0,1.16,1.81,2.57,2.81,3.23,3.96
