,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM,Corporate_Bonds,Gold,SP500
2012-10-28,1.78,0.3,0.16,0.12,0.12,0.76,2.53,2.92,2.72,3.41,0.64,1.6600000000000001,1.48,2.23,1.02,1.14,1.55,64.27316284179688,46.48881912231445,116.12640380859375
2012-11-04,1.75,0.28,0.16,0.08,0.09,0.73,2.51,2.91,2.7,3.39,0.64,1.66,1.47,2.2299999999999995,1.02,1.1600000000000001,1.6400000000000001,64.30348205566406,45.14604949951172,116.29888916015625
2012-11-11,1.61,0.27,0.16,0.13,0.09,0.65,2.34,2.75,2.69,3.4,0.56,1.52,1.34,2.07,0.9600000000000001,1.14,1.7799999999999998,64.38689422607422,45.97167205810547,113.50559997558594
2012-11-18,1.58,0.24,0.16,0.07,0.06,0.62,2.31,2.73,2.65,3.34,0.56,1.52,1.34,2.0700000000000003,0.9600000000000001,1.15,1.7599999999999998,64.4247817993164,42.16111373901367,112.03501892089844
2012-11-25,1.7,0.29,0.16,0.16,0.1,0.7,2.42,2.83,2.63,3.31,0.6,1.5999999999999999,1.41,2.13,1.0,1.1300000000000001,1.62,64.27316284179688,44.22063064575195,116.12640380859375
2012-12-02,1.62,0.25,0.16,0.11,0.08,0.61,2.37,2.81,2.64,3.32,0.53,1.54,1.37,2.12,1.0100000000000002,1.19,1.6999999999999997,64.41724395751953,43.14097213745117,116.78361511230469
2012-12-09,1.64,0.25,0.16,0.06,0.09,0.63,2.39,2.81,2.67,3.34,0.54,1.5499999999999998,1.39,2.14,1.0099999999999998,1.1700000000000002,1.7499999999999998,64.44532775878906,41.67118453979492,116.99724578857422
2012-12-16,1.72,0.24,0.17,0.01,0.04,0.7,2.46,2.87,2.66,3.32,0.6599999999999999,1.68,1.48,2.2199999999999998,1.02,1.1500000000000001,1.5799999999999998,64.24022674560547,42.170188903808594,116.74254608154297
2012-12-23,1.77,0.26,0.17,0.02,0.06,0.75,2.52,2.93,2.65,3.37,0.69,1.71,1.51,2.26,1.02,1.1600000000000001,1.56,64.22492980957031,40.99072265625,118.14138793945312
2012-12-30,1.73,0.27,0.17,0.0,0.01,0.72,2.47,2.88,2.65,3.35,0.71,1.72,1.46,2.2,1.01,1.15,1.61,63.91339874267578,41.185062408447266,115.85781860351562
2013-01-06,1.93,0.27,0.16,0.06,0.07,0.82,2.7,3.1,2.64,3.34,0.75,1.8599999999999999,1.66,2.43,1.1099999999999999,1.1700000000000002,1.42,63.66263961791992,41.55171585083008,121.10340881347656
2013-01-13,1.89,0.26,0.14,0.04,0.07,0.78,2.65,3.05,2.66,3.4,0.71,1.8199999999999998,1.63,2.3899999999999997,1.1099999999999999,1.16,1.49,63.700660705566406,41.615875244140625,121.6825942993164
2013-01-20,1.87,0.26,0.14,0.04,0.08,0.77,2.63,3.03,2.66,3.38,0.6900000000000001,1.79,1.61,2.37,1.1,1.1599999999999997,1.49,63.76905822753906,41.350059509277344,122.7250747680664
2013-01-27,1.98,0.28,0.14,0.06,0.08,0.87,2.75,3.14,2.71,3.42,0.79,1.9,1.7,2.4699999999999998,1.1099999999999999,1.1600000000000001,1.54,63.510650634765625,38.425933837890625,124.31368255615234
2013-02-03,2.04,0.27,0.14,0.02,0.06,0.88,2.83,3.21,2.81,3.53,0.8200000000000001,1.98,1.77,2.56,1.1600000000000001,1.17,1.5099999999999998,63.23368453979492,38.700931549072266,125.13274383544922
2013-02-10,1.99,0.25,0.14,0.03,0.07,0.84,2.79,3.17,2.77,3.53,0.77,1.92,1.74,2.54,1.15,1.18,1.5399999999999998,63.49258804321289,38.792598724365234,125.5960693359375
2013-02-17,2.01,0.29,0.16,0.09,0.1,0.87,2.8,3.18,2.77,3.53,0.77,1.9099999999999997,1.7199999999999998,2.51,1.1399999999999997,1.1700000000000004,1.5299999999999998,63.385990142822266,36.56514358520508,125.8525619506836
2013-02-24,1.97,0.27,0.16,0.11,0.13,0.84,2.77,3.15,2.77,3.56,0.71,1.8399999999999999,1.7,2.5,1.13,1.18,1.57,63.50025177001953,34.768516540527344,125.67056274414062
2013-03-03,1.86,0.25,0.14,0.07,0.11,0.75,2.68,3.06,2.76,3.51,0.64,1.75,1.61,2.43,1.11,1.2,1.6199999999999999,63.78658676147461,34.0168571472168,125.8525619506836
2013-03-10,2.06,0.27,0.15,0.09,0.1,0.9,2.89,3.25,2.76,3.52,0.8,1.96,1.79,2.62,1.1600000000000001,1.19,1.52,63.35939407348633,34.0168571472168,128.6077423095703
2013-03-17,2.01,0.25,0.16,0.07,0.09,0.84,2.85,3.22,2.79,3.63,0.75,1.9199999999999997,1.7599999999999998,2.6,1.17,1.2100000000000004,1.5899999999999999,63.47378921508789,34.22768783569336,129.5038299560547
2013-03-24,1.93,0.26,0.15,0.07,0.07,0.8,2.75,3.13,2.72,3.54,0.73,1.8599999999999999,1.67,2.49,1.13,1.2,1.59,63.64926528930664,34.979347229003906,129.3126678466797
2013-03-31,1.87,0.25,0.09,0.04,0.07,0.77,2.71,3.1,2.76,3.57,0.7,1.8,1.62,2.46,1.1,1.23,1.6999999999999997,63.80180358886719,34.69517135620117,130.20191955566406
2013-04-07,1.72,0.24,0.15,0.05,0.07,0.68,2.5,2.87,2.74,3.54,0.6100000000000001,1.65,1.48,2.26,1.04,1.1500000000000001,1.76,64.2657699584961,32.13772964477539,128.94700622558594
2013-04-14,1.75,0.22,0.15,0.05,0.06,0.7,2.54,2.92,2.65,3.43,0.6399999999999999,1.69,1.53,2.32,1.05,1.17,1.61,64.22750091552734,29.53444480895996,131.97207641601562
2013-04-21,1.73,0.24,0.15,0.04,0.05,0.72,2.5,2.88,2.64,3.41,0.6699999999999999,1.68,1.49,2.26,1.01,1.15,1.6900000000000002,64.29646301269531,26.20700454711914,129.2129669189453
2013-04-28,1.7,0.22,0.13,0.04,0.05,0.68,2.47,2.87,2.61,3.4,0.63,1.65,1.48,2.25,1.02,1.1700000000000002,1.66,64.39594268798828,27.00448989868164,131.50672912597656
2013-05-05,1.78,0.22,0.14,0.02,0.05,0.73,2.58,2.96,2.56,3.35,0.6799999999999999,1.73,1.56,2.36,1.05,1.18,1.6900000000000002,64.2669906616211,27.21531867980957,134.10792541503906
2013-05-12,1.9,0.26,0.12,0.02,0.04,0.82,2.7,3.1,2.61,3.42,0.7799999999999999,1.8599999999999999,1.64,2.4400000000000004,1.08,1.2000000000000002,1.6099999999999999,63.99847412109375,27.3253173828125,135.80332946777344
2013-05-19,1.95,0.26,0.1,0.01,0.04,0.84,2.77,3.17,2.69,3.51,0.7999999999999999,1.91,1.69,2.51,1.1099999999999999,1.22,1.6399999999999997,63.8374137878418,24.181209564208984,138.73695373535156
2013-05-26,2.01,0.26,0.09,0.03,0.04,0.9,2.8,3.18,2.77,3.59,0.86,1.9699999999999998,1.7499999999999998,2.54,1.1099999999999999,1.1700000000000004,1.5699999999999998,63.668670654296875,25.207857131958008,137.38226318359375
2013-06-02,2.16,0.3,0.09,0.03,0.04,1.05,2.95,3.3,2.98,3.81,1.01,2.12,1.86,2.6500000000000004,1.11,1.1399999999999997,1.6800000000000002,63.2083740234375,27.041156768798828,135.83648681640625
2013-06-09,2.17,0.32,0.09,0.04,0.04,1.1,2.98,3.33,3.03,3.91,1.06,2.13,1.8499999999999999,2.66,1.0699999999999998,1.1600000000000001,1.83,63.02772903442383,26.57366943359375,136.95848083496094
2013-06-16,2.14,0.29,0.1,0.04,0.05,1.04,2.95,3.28,3.1,3.98,0.99,2.0900000000000003,1.85,2.66,1.1,1.1399999999999997,1.79,63.1199951171875,25.77618408203125,135.6121063232422
2013-06-23,2.52,0.38,0.1,0.02,0.05,1.42,3.26,3.56,3.04,3.93,1.3699999999999999,2.47,2.14,2.88,1.1,1.04,1.52,61.82868957519531,22.824567794799805,132.89598083496094
2013-06-30,2.52,0.36,0.07,0.02,0.04,1.41,3.22,3.52,3.5,4.46,1.3699999999999999,2.48,2.16,2.8600000000000003,1.11,1.0,1.9699999999999998,62.166893005371094,22.44874382019043,134.0238494873047
2013-07-07,2.73,0.4,0.1,0.03,0.04,1.6,3.41,3.68,3.39,4.29,1.56,2.69,2.33,3.0100000000000002,1.13,0.9500000000000002,1.77,61.54835510253906,21.467927932739258,136.19601440429688
2013-07-14,2.61,0.37,0.09,0.02,0.04,1.43,3.34,3.64,3.53,4.51,1.39,2.57,2.2399999999999998,2.9699999999999998,1.18,1.0300000000000002,1.9099999999999997,62.07215881347656,22.3387451171875,139.94725036621094
2013-07-21,2.5,0.32,0.09,0.01,0.03,1.31,3.25,3.56,3.41,4.37,1.28,2.47,2.18,2.93,1.19,1.06,1.81,62.534263610839844,23.704553604125977,141.33409118652344
2013-07-28,2.58,0.31,0.09,0.02,0.03,1.36,3.31,3.61,3.39,4.31,1.33,2.5500000000000003,2.27,3.0,1.22,1.0299999999999998,1.6999999999999997,62.38026428222656,25.28118896484375,141.283935546875
2013-08-04,2.63,0.3,0.09,0.02,0.04,1.36,3.39,3.69,3.43,4.39,1.32,2.59,2.33,3.0900000000000003,1.2699999999999998,1.06,1.6499999999999995,62.299949645996094,23.45705795288086,142.8212127685547
2013-08-11,2.57,0.32,0.08,0.05,0.05,1.36,3.36,3.63,3.43,4.4,1.31,2.52,2.25,3.04,1.2099999999999997,1.06,1.8200000000000003,62.48517990112305,24.263710021972656,141.45106506347656
2013-08-18,2.84,0.36,0.09,0.05,0.05,1.6,3.61,3.86,3.44,4.4,1.55,2.79,2.48,3.25,1.2399999999999998,1.02,1.6300000000000003,61.736480712890625,27.30698585510254,138.5436248779297
2013-08-25,2.82,0.4,0.08,0.02,0.03,1.66,3.55,3.8,3.6,4.58,1.63,2.79,2.42,3.15,1.16,0.98,1.6800000000000002,61.736480712890625,27.627811431884766,139.20367431640625
2013-09-01,2.78,0.39,0.07,0.02,0.03,1.62,3.46,3.7,3.54,4.51,1.59,2.75,2.3899999999999997,3.07,1.1599999999999997,0.9200000000000004,1.7599999999999998,61.867706298828125,25.78534698486328,136.72239685058594
2013-09-08,2.94,0.46,0.08,0.02,0.02,1.77,3.62,3.87,3.59,4.57,1.75,2.92,2.48,3.16,1.17,0.9300000000000002,1.5900000000000003,61.45854949951172,25.67534828186035,138.71908569335938
2013-09-15,2.9,0.45,0.08,0.01,0.01,1.71,3.59,3.84,3.59,4.57,1.7,2.89,2.4499999999999997,3.1399999999999997,1.19,0.94,1.6500000000000004,61.737003326416016,23.493722915649414,141.46775817871094
2013-09-22,2.75,0.34,0.08,0.01,0.01,1.5,3.5,3.77,3.54,4.5,1.49,2.74,2.41,3.16,1.25,1.02,1.7400000000000002,62.286155700683594,23.61288833618164,143.32427978515625
2013-09-29,2.64,0.34,0.08,0.03,0.02,1.4,3.4,3.68,3.37,4.32,1.38,2.62,2.3000000000000003,3.06,1.2400000000000002,1.04,1.6600000000000001,62.51817321777344,23.072063446044922,141.8047332763672
2013-10-06,2.66,0.33,0.08,0.11,0.03,1.41,3.43,3.73,3.29,4.22,1.38,2.6300000000000003,2.33,3.1,1.2500000000000002,1.0699999999999998,1.5999999999999996,62.511898040771484,22.173749923706055,141.78794860839844
2013-10-13,2.7,0.35,0.1,0.25,0.08,1.42,3.45,3.74,3.31,4.23,1.3399999999999999,2.62,2.35,3.1,1.2800000000000002,1.04,1.5200000000000005,62.53516387939453,21.128767013549805,142.93807983398438
2013-10-20,2.6,0.33,0.1,0.01,0.04,1.35,3.36,3.65,3.33,4.28,1.31,2.56,2.27,3.03,1.25,1.0499999999999998,1.6700000000000004,62.94594192504883,22.347909927368164,146.40533447265625
2013-10-27,2.53,0.32,0.08,0.02,0.04,1.3,3.3,3.6,3.24,4.13,1.26,2.4899999999999998,2.21,2.98,1.2299999999999998,1.0700000000000003,1.6,63.17072677612305,24.126211166381836,147.71502685546875
2013-11-03,2.65,0.33,0.08,0.03,0.04,1.37,3.4,3.69,3.2,4.1,1.33,2.61,2.32,3.07,1.2799999999999998,1.04,1.5299999999999998,62.923118591308594,22.072914123535156,147.93328857421875
2013-11-10,2.77,0.32,0.08,0.04,0.06,1.42,3.55,3.84,3.27,4.16,1.3599999999999999,2.71,2.45,3.23,1.35,1.0699999999999998,1.5300000000000002,62.59683609008789,22.256248474121094,148.83993530273438
2013-11-17,2.71,0.31,0.09,0.06,0.08,1.36,3.5,3.8,3.35,4.35,1.28,2.63,2.4,3.19,1.3499999999999999,1.0899999999999999,1.6599999999999997,62.88425827026367,22.11874771118164,151.15708923339844
2013-11-24,2.75,0.31,0.09,0.02,0.07,1.37,3.54,3.84,3.27,4.22,1.3,2.68,2.44,3.23,1.38,1.0899999999999999,1.4299999999999997,62.84541702270508,20.39544677734375,151.79510498046875
2013-12-01,2.75,0.28,0.07,0.05,0.06,1.37,3.54,3.82,3.3,4.29,1.31,2.69,2.4699999999999998,3.26,1.38,1.0699999999999998,1.5499999999999998,62.907588958740234,20.42294692993164,151.95455932617188
2013-12-08,2.88,0.3,0.09,0.03,0.06,1.51,3.63,3.9,3.47,4.46,1.45,2.82,2.58,3.33,1.3699999999999999,1.02,1.58,62.62337875366211,18.93797492980957,151.90426635742188
2013-12-15,2.88,0.34,0.08,0.02,0.07,1.55,3.61,3.88,3.43,4.42,1.48,2.81,2.54,3.27,1.3299999999999998,1.0,1.5299999999999998,62.6156120300293,19.350465774536133,149.5283966064453
2013-12-22,2.89,0.37,0.09,0.02,0.07,1.66,3.57,3.82,3.51,4.47,1.5899999999999999,2.8200000000000003,2.52,3.1999999999999997,1.2300000000000002,0.9299999999999997,1.5299999999999998,62.73240280151367,18.81881332397461,153.25222778320312
2013-12-29,3.02,0.4,0.08,0.01,0.07,1.74,3.7,3.94,3.52,4.48,1.67,2.95,2.62,3.3000000000000003,1.28,0.9199999999999999,1.4800000000000004,62.428890228271484,19.661720275878906,155.1852569580078
2014-01-05,3.01,0.41,0.08,0.02,0.07,1.73,3.69,3.93,3.55,4.53,1.66,2.94,2.5999999999999996,3.28,1.2799999999999998,0.9200000000000004,1.5300000000000002,62.569419860839844,20.1983699798584,154.3749237060547
2014-01-12,2.88,0.39,0.07,0.01,0.05,1.64,3.54,3.8,3.56,4.51,1.5899999999999999,2.83,2.4899999999999998,3.15,1.24,0.9199999999999999,1.5399999999999996,62.92079162597656,20.36491584777832,155.4300537109375
2014-01-19,2.84,0.4,0.07,0.01,0.05,1.64,3.5,3.75,3.45,4.41,1.5899999999999999,2.79,2.44,3.1,1.2,0.9100000000000001,1.5500000000000003,63.08478546142578,21.58625602722168,155.00804138183594
2014-01-26,2.75,0.37,0.07,0.04,0.04,1.58,3.4,3.64,3.44,4.39,1.54,2.71,2.38,3.03,1.17,0.8900000000000001,1.5999999999999996,63.31121826171875,21.90084457397461,150.9985809326172
2014-02-02,2.67,0.34,0.07,0.03,0.02,1.49,3.35,3.61,3.4,4.32,1.47,2.65,2.33,3.0100000000000002,1.18,0.94,1.6,63.4752082824707,21.725048065185547,150.39926147460938
2014-02-09,2.71,0.3,0.06,0.1,0.08,1.47,3.39,3.67,3.33,4.23,1.39,2.63,2.41,3.0900000000000003,1.24,0.96,1.5000000000000004,63.499488830566406,22.122905731201172,151.66537475585938
2014-02-16,2.75,0.32,0.06,0.01,0.02,1.53,3.41,3.69,3.33,4.28,1.51,2.73,2.43,3.0900000000000003,1.22,0.94,1.5500000000000003,63.42905044555664,24.380537033081055,155.3287811279297
2014-02-23,2.73,0.33,0.07,0.02,0.05,1.56,3.41,3.69,3.35,4.33,1.51,2.68,2.4,3.08,1.17,0.96,1.5700000000000003,63.499488830566406,24.547080993652344,155.218994140625
2014-03-02,2.66,0.33,0.06,0.04,0.05,1.51,3.31,3.59,3.39,4.37,1.46,2.6100000000000003,2.33,2.98,1.1500000000000001,0.9299999999999997,1.7200000000000002,63.773345947265625,23.945663452148438,157.24478149414062
2014-03-09,2.8,0.38,0.08,0.06,0.06,1.65,3.45,3.72,3.32,4.28,1.5899999999999999,2.7399999999999998,2.42,3.0700000000000003,1.15,0.9200000000000004,1.54,63.42988586425781,24.223241806030273,158.9076385498047
2014-03-16,2.65,0.36,0.08,0.05,0.05,1.55,3.3,3.59,3.38,4.37,1.5,2.6,2.29,2.94,1.0999999999999999,0.94,1.71,63.74356460571289,25.65738868713379,155.8689727783203
2014-03-23,2.75,0.45,0.08,0.05,0.06,1.73,3.34,3.61,3.32,4.32,1.67,2.69,2.3,2.8899999999999997,1.02,0.8599999999999999,1.5300000000000002,63.55531692504883,23.61256980895996,157.8624725341797
2014-03-30,2.73,0.45,0.08,0.03,0.04,1.74,3.29,3.55,3.42,4.4,1.7,2.69,2.28,2.84,0.99,0.8199999999999998,1.7100000000000004,63.665157318115234,22.2987060546875,157.26058959960938
2014-04-06,2.74,0.43,0.08,0.03,0.03,1.71,3.33,3.59,3.47,4.41,1.68,2.7100000000000004,2.31,2.9,1.0300000000000002,0.8499999999999996,1.6100000000000003,63.712284088134766,22.446746826171875,158.0320587158203
2014-04-13,2.63,0.37,0.09,0.04,0.04,1.58,3.22,3.48,3.38,4.34,1.54,2.59,2.26,2.85,1.0499999999999998,0.8500000000000001,1.69,64.09744262695312,22.409732818603516,153.8862762451172
2014-04-20,2.73,0.43,0.1,0.02,0.03,1.75,3.27,3.52,3.33,4.27,1.72,2.7,2.3,2.84,0.98,0.79,1.5399999999999996,63.91666793823242,21.808317184448242,158.0235595703125
2014-04-27,2.68,0.43,0.09,0.01,0.03,1.72,3.2,3.45,3.39,4.33,1.69,2.6500000000000004,2.25,2.77,0.9600000000000002,0.77,1.63,64.07389068603516,22.63179588317871,157.93878173828125
2014-05-04,2.6,0.42,0.09,0.01,0.02,1.67,3.12,3.37,3.38,4.29,1.65,2.58,2.18,2.7,0.9300000000000002,0.77,1.6600000000000001,64.40287780761719,22.502262115478516,159.439453125
2014-05-11,2.62,0.4,0.08,0.02,0.03,1.63,3.18,3.47,3.32,4.21,1.5999999999999999,2.5900000000000003,2.22,2.7800000000000002,0.9900000000000002,0.8500000000000001,1.6,64.37924194335938,21.95635986328125,159.3546905517578
2014-05-18,2.52,0.38,0.09,0.01,0.03,1.56,3.07,3.34,3.29,4.2,1.53,2.49,2.14,2.69,0.96,0.8199999999999998,1.7000000000000002,64.71798706054688,21.66952896118164,159.43096923828125
2014-05-25,2.54,0.37,0.09,0.04,0.04,1.55,3.12,3.4,3.25,4.14,1.51,2.5,2.17,2.75,0.99,0.8599999999999999,1.5799999999999996,64.69429016113281,21.567750930786133,161.3809356689453
2014-06-01,2.48,0.37,0.08,0.05,0.04,1.54,3.05,3.33,3.21,4.12,1.5,2.44,2.11,2.6799999999999997,0.94,0.8500000000000001,1.67,64.85189056396484,20.818294525146484,163.35630798339844
2014-06-08,2.6,0.41,0.09,0.02,0.04,1.66,3.17,3.44,3.23,4.14,1.6199999999999999,2.56,2.19,2.76,0.9400000000000002,0.8399999999999999,1.5499999999999998,64.60636138916016,20.947824478149414,165.6454315185547
2014-06-15,2.6,0.45,0.1,0.02,0.04,1.7,3.14,3.41,3.31,4.2,1.66,2.56,2.15,2.69,0.9000000000000001,0.81,1.62,64.59845733642578,22.30796241760254,164.58566284179688
2014-06-22,2.63,0.5,0.1,0.01,0.02,1.71,3.18,3.44,3.3,4.17,1.69,2.61,2.13,2.68,0.9199999999999999,0.81,1.5299999999999998,64.58268737792969,23.890148162841797,166.9161834716797
2014-06-29,2.54,0.45,0.1,0.02,0.03,1.64,3.1,3.36,3.22,4.14,1.6099999999999999,2.5100000000000002,2.09,2.65,0.9000000000000001,0.8199999999999998,1.6099999999999999,64.85108947753906,24.038190841674805,166.81398010253906
2014-07-06,2.65,0.52,0.09,0.01,0.01,1.74,3.21,3.47,3.22,4.12,1.73,2.64,2.13,2.69,0.9099999999999999,0.8200000000000003,1.4700000000000002,64.52819061279297,24.519323348999023,168.84140014648438
2014-07-13,2.53,0.48,0.09,0.02,0.02,1.65,3.07,3.34,3.24,4.15,1.63,2.51,2.05,2.59,0.8799999999999999,0.81,1.6000000000000005,64.90003204345703,25.278034210205078,167.4869384765625
2014-07-20,2.5,0.51,0.09,0.03,0.02,1.69,3.03,3.29,3.23,4.13,1.67,2.48,1.99,2.5199999999999996,0.81,0.79,1.6599999999999997,64.95543670654297,24.926435470581055,168.42405700683594
2014-07-27,2.48,0.53,0.09,0.03,0.03,1.69,2.99,3.24,3.26,4.13,1.66,2.45,1.95,2.46,0.79,0.7600000000000002,1.6099999999999999,65.00288391113281,24.81540298461914,168.43252563476562
2014-08-03,2.52,0.47,0.09,0.01,0.03,1.67,3.03,3.29,3.23,4.12,1.64,2.49,2.05,2.5599999999999996,0.8500000000000001,0.77,1.54,64.94158172607422,24.24174690246582,163.98574829101562
2014-08-10,2.44,0.45,0.09,0.03,0.03,1.62,2.97,3.23,3.27,4.14,1.59,2.41,1.99,2.52,0.8199999999999998,0.79,1.7099999999999995,65.10810852050781,24.77839469909668,164.6161346435547
2014-08-17,2.34,0.42,0.09,0.03,0.03,1.55,2.86,3.13,3.24,4.12,1.52,2.31,1.92,2.44,0.7899999999999998,0.79,1.7200000000000002,65.38553619384766,24.81540298461914,166.72877502441406
2014-08-24,2.4,0.53,0.09,0.04,0.03,1.68,2.9,3.16,3.23,4.1,1.65,2.37,1.8699999999999999,2.37,0.72,0.7600000000000002,1.6899999999999995,65.21908569335938,24.149219512939453,169.68475341796875
2014-08-31,2.35,0.48,0.07,0.02,0.03,1.63,2.83,3.09,3.25,4.1,1.5999999999999999,2.3200000000000003,1.87,2.35,0.7200000000000002,0.7399999999999998,1.7599999999999998,65.4648208618164,24.69512176513672,170.97967529296875
2014-09-07,2.46,0.52,0.09,0.02,0.03,1.69,2.97,3.23,3.24,4.1,1.66,2.43,1.94,2.45,0.77,0.77,1.6499999999999995,65.21776580810547,23.196205139160156,171.3203887939453
2014-09-14,2.62,0.58,0.09,0.01,0.02,1.83,3.1,3.35,3.26,4.12,1.81,2.6,2.04,2.52,0.79,0.73,1.58,64.78874206542969,22.09514617919922,169.63368225097656
2014-09-21,2.59,0.59,0.09,0.01,0.02,1.83,3.05,3.29,3.37,4.23,1.81,2.57,2.0,2.46,0.7599999999999998,0.7000000000000002,1.6000000000000005,64.86021423339844,20.966337203979492,171.7703399658203
2014-09-28,2.54,0.59,0.09,0.01,0.01,1.8,2.99,3.22,3.36,4.2,1.79,2.5300000000000002,1.9500000000000002,2.4000000000000004,0.74,0.6800000000000002,1.6800000000000002,65.027099609375,20.337158203125,169.3739013671875
2014-10-05,2.45,0.57,0.09,0.01,0.01,1.73,2.89,3.13,3.36,4.19,1.72,2.4400000000000004,1.8800000000000003,2.3200000000000003,0.7200000000000002,0.6799999999999997,1.7500000000000004,65.28250885009766,19.08806037902832,168.1928253173828
2014-10-12,2.31,0.45,0.09,0.02,0.01,1.55,2.77,3.03,3.3,4.12,1.54,2.3000000000000003,1.86,2.32,0.76,0.7199999999999998,1.7800000000000002,65.7282485961914,19.21759605407715,163.07481384277344
2014-10-19,2.22,0.39,0.09,0.03,0.02,1.44,2.7,2.98,3.18,3.97,1.42,2.2,1.83,2.31,0.7800000000000002,0.7599999999999998,1.8000000000000003,65.9989242553711,19.14357566833496,161.30319213867188
2014-10-26,2.29,0.41,0.09,0.02,0.01,1.52,2.77,3.05,3.08,3.92,1.51,2.2800000000000002,1.8800000000000001,2.36,0.77,0.7599999999999998,1.63,65.79986572265625,18.940017700195312,168.11582946777344
2014-11-02,2.35,0.5,0.07,0.01,0.01,1.62,2.81,3.07,3.13,3.98,1.61,2.3400000000000003,1.85,2.31,0.73,0.7199999999999998,1.6600000000000001,65.56107330322266,15.92368221282959,172.59188842773438
2014-11-09,2.32,0.51,0.09,0.04,0.03,1.6,2.76,3.04,3.21,4.02,1.57,2.29,1.8099999999999998,2.25,0.7199999999999998,0.7200000000000002,1.6299999999999994,65.66719055175781,17.24679946899414,174.02975463867188
2014-11-16,2.32,0.54,0.09,0.04,0.02,1.62,2.77,3.04,3.2,4.01,1.6,2.3,1.7799999999999998,2.23,0.6999999999999997,0.7200000000000002,1.6599999999999997,65.61930847167969,17.598398208618164,174.800048828125
2014-11-23,2.31,0.53,0.1,0.04,0.01,1.63,2.75,3.02,3.17,3.99,1.6199999999999999,2.3000000000000003,1.78,2.2199999999999998,0.6800000000000002,0.71,1.6500000000000004,65.7708740234375,18.394115447998047,176.88833618164062
2014-11-30,2.18,0.47,0.08,0.04,0.02,1.49,2.62,2.89,3.17,3.97,1.47,2.16,1.7100000000000002,2.1500000000000004,0.6900000000000002,0.71,1.73,66.10591888427734,16.987730026245117,177.33335876464844
2014-12-07,2.31,0.65,0.12,0.02,0.02,1.69,2.69,2.97,3.1,3.89,1.67,2.29,1.6600000000000001,2.04,0.6200000000000001,0.6600000000000001,1.6400000000000001,65.76700592041016,17.34857749938965,178.01805114746094
2014-12-14,2.1,0.56,0.12,0.02,0.02,1.53,2.45,2.75,3.2,3.93,1.51,2.08,1.54,1.8900000000000001,0.5700000000000001,0.6499999999999999,1.7400000000000002,66.26261138916016,17.256052017211914,171.93292236328125
2014-12-21,2.17,0.67,0.13,0.01,0.04,1.66,2.48,2.77,3.09,3.8,1.6199999999999999,2.13,1.5,1.81,0.51,0.6000000000000001,1.5799999999999996,66.17463684082031,17.14501953125,177.7269287109375
2014-12-28,2.25,0.73,0.13,0.01,0.01,1.75,2.54,2.81,3.1,3.83,1.74,2.24,1.52,1.81,0.5,0.56,1.56,65.93476104736328,16.98762321472168,179.37924194335938
2015-01-04,2.12,0.66,0.12,0.02,0.02,1.61,2.41,2.69,3.15,3.87,1.59,2.1,1.46,1.75,0.51,0.5699999999999998,1.7000000000000002,66.36831665039062,17.639558792114258,176.78887939453125
2015-01-11,1.98,0.59,0.12,0.02,0.02,1.45,2.29,2.55,3.05,3.73,1.43,1.96,1.3900000000000001,1.7000000000000002,0.53,0.5699999999999998,1.7000000000000002,66.80197143554688,19.288028717041016,175.77345275878906
2015-01-18,1.83,0.49,0.13,0.02,0.03,1.29,2.17,2.44,2.98,3.66,1.26,1.8,1.34,1.68,0.54,0.6099999999999999,1.8900000000000001,67.20343780517578,20.638469696044922,173.51869201660156
2015-01-25,1.81,0.52,0.12,0.02,0.02,1.33,2.12,2.38,2.93,3.63,1.31,1.79,1.29,1.6,0.48,0.5699999999999998,1.73,67.2355728149414,20.2473087310791,176.3930206298828
2015-02-01,1.68,0.47,0.06,0.01,0.02,1.18,2.04,2.25,2.98,3.66,1.16,1.66,1.21,1.57,0.5,0.5700000000000001,1.8900000000000001,67.73346710205078,20.75954818725586,171.64260864257812
2015-02-08,1.95,0.65,0.11,0.01,0.02,1.48,2.28,2.51,2.92,3.59,1.46,1.93,1.2999999999999998,1.63,0.47,0.5599999999999998,1.7599999999999998,66.88858032226562,19.865461349487305,176.89218139648438
2015-02-15,2.02,0.66,0.12,0.02,0.01,1.53,2.39,2.63,2.99,3.69,1.52,2.0100000000000002,1.3599999999999999,1.73,0.49,0.6099999999999999,1.7,66.62305450439453,19.800268173217773,180.5323944091797
2015-02-22,2.13,0.67,0.12,0.02,0.02,1.61,2.5,2.73,3.05,3.76,1.59,2.11,1.46,1.83,0.5199999999999998,0.6000000000000001,1.65,66.5023422241211,19.04588508605957,181.7888946533203
2015-03-01,2.0,0.63,0.06,0.02,0.02,1.5,2.38,2.6,3.07,3.8,1.48,1.98,1.37,1.75,0.5,0.6000000000000001,1.77,66.84837341308594,19.81889533996582,181.28973388671875
