,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM,Corporate_Bonds,Gold,SP500
2015-03-08,2.24,0.73,0.12,0.02,0.01,1.7,2.63,2.83,3.03,3.75,1.69,2.2300000000000004,1.5100000000000002,1.9,0.5400000000000003,0.5899999999999999,1.6400000000000001,66.20502471923828,17.304277420043945,178.57028198242188
2015-03-15,2.13,0.68,0.11,0.03,0.03,1.6,2.48,2.7,3.1,3.86,1.57,2.1,1.4499999999999997,1.7999999999999998,0.5299999999999998,0.5700000000000003,1.7599999999999998,66.6000747680664,16.829294204711914,177.1331024169922
2015-03-22,1.93,0.6,0.12,0.0,0.01,1.42,2.29,2.5,3.06,3.78,1.41,1.92,1.33,1.69,0.51,0.5700000000000001,1.7999999999999998,67.17247009277344,18.002782821655273,181.88287353515625
2015-03-29,1.95,0.58,0.12,0.02,0.04,1.42,2.29,2.53,2.97,3.69,1.38,1.91,1.37,1.71,0.53,0.5799999999999998,1.6800000000000002,67.05956268310547,17.54642677307129,177.8459930419922
2015-04-05,1.85,0.49,0.12,0.04,0.02,1.26,2.24,2.49,2.98,3.7,1.24,1.83,1.36,1.7500000000000002,0.5900000000000001,0.6400000000000001,1.7800000000000002,67.39131164550781,17.686128616333008,178.4510955810547
2015-04-12,1.96,0.57,0.12,0.01,0.02,1.41,2.33,2.58,2.93,3.66,1.39,1.94,1.3900000000000001,1.7600000000000002,0.55,0.6200000000000001,1.6900000000000002,67.26203155517578,18.114543914794922,181.56298828125
2015-04-19,1.87,0.51,0.13,0.03,0.01,1.31,2.26,2.51,2.94,3.67,1.3,1.86,1.36,1.7499999999999998,0.56,0.6399999999999997,1.77,67.56102752685547,18.36600685119629,179.75640869140625
2015-04-26,1.93,0.54,0.13,0.03,0.03,1.34,2.36,2.62,2.92,3.65,1.31,1.9,1.39,1.8199999999999998,0.5899999999999999,0.6900000000000002,1.69,67.39131164550781,18.030725479125977,182.95469665527344
2015-05-03,2.12,0.6,0.13,0.0,0.01,1.5,2.57,2.82,2.94,3.68,1.49,2.1100000000000003,1.52,1.9699999999999998,0.6200000000000001,0.6999999999999997,1.6300000000000003,66.79214477539062,18.87824249267578,182.1508331298828
2015-05-10,2.16,0.59,0.13,0.01,0.01,1.5,2.63,2.9,3.02,3.8,1.49,2.1500000000000004,1.5700000000000003,2.04,0.6600000000000001,0.7399999999999998,1.6199999999999997,66.71931457519531,18.598838806152344,182.9288330078125
2015-05-17,2.14,0.55,0.13,0.02,0.02,1.46,2.66,2.93,3.07,3.85,1.44,2.12,1.59,2.1100000000000003,0.6800000000000002,0.79,1.62,66.65454864501953,19.297344207763672,183.6376495361328
2015-05-24,2.21,0.64,0.13,0.01,0.02,1.57,2.73,2.99,3.05,3.84,1.55,2.19,1.5699999999999998,2.09,0.6399999999999999,0.7800000000000002,1.65,66.43597412109375,18.46845054626465,184.11306762695312
2015-05-31,2.12,0.61,0.08,0.01,0.01,1.49,2.63,2.88,3.11,3.87,1.48,2.1100000000000003,1.5100000000000002,2.02,0.6300000000000001,0.7599999999999998,1.7400000000000002,66.66265106201172,18.235618591308594,182.51390075683594
2015-06-07,2.41,0.73,0.13,0.02,0.03,1.75,2.87,3.11,3.08,3.87,1.72,2.3800000000000003,1.6800000000000002,2.14,0.6600000000000001,0.6999999999999997,1.56,65.86437225341797,17.53711700439453,181.32962036132812
2015-06-14,2.39,0.74,0.13,0.01,0.02,1.75,2.84,3.1,3.25,4.04,1.73,2.37,1.6500000000000001,2.0999999999999996,0.6400000000000001,0.71,1.65,65.87248229980469,17.276338577270508,181.53709411621094
2015-06-21,2.26,0.65,0.13,0.0,0.01,1.59,2.76,3.05,3.23,4.0,1.58,2.25,1.6099999999999999,2.11,0.6699999999999997,0.79,1.65,66.21321105957031,17.360157012939453,183.1150665283203
2015-06-28,2.49,0.72,0.13,0.0,0.01,1.75,2.98,3.25,3.21,4.02,1.74,2.4800000000000004,1.7700000000000002,2.26,0.7400000000000002,0.7599999999999998,1.6199999999999997,65.65345764160156,16.847923278808594,182.2550811767578
2015-07-05,2.4,0.64,0.13,0.01,0.01,1.64,2.9,3.19,3.24,4.08,1.63,2.39,1.7599999999999998,2.26,0.76,0.79,1.6800000000000002,65.92362976074219,16.419506072998047,180.07481384277344
2015-07-12,2.42,0.65,0.13,0.01,0.01,1.68,2.91,3.2,3.2,4.04,1.67,2.41,1.77,2.2600000000000002,0.74,0.7800000000000002,1.7200000000000002,65.87481689453125,15.599926948547363,180.2224884033203
2015-07-19,2.34,0.68,0.13,0.03,0.03,1.67,2.77,3.08,3.25,4.09,1.64,2.31,1.6599999999999997,2.09,0.6699999999999999,0.7400000000000002,1.73,66.03740692138672,14.361247062683105,184.56561279296875
2015-07-26,2.27,0.7,0.13,0.04,0.04,1.64,2.67,2.96,3.21,4.04,1.5999999999999999,2.23,1.57,1.97,0.6300000000000001,0.69,1.7600000000000002,66.28937530517578,13.113253593444824,180.67417907714844
2015-08-02,2.2,0.67,0.08,0.04,0.08,1.54,2.61,2.92,3.17,3.98,1.46,2.12,1.5300000000000002,1.94,0.6600000000000001,0.7199999999999998,1.7000000000000002,66.50074768066406,12.80591106414795,182.8457489013672
2015-08-09,2.18,0.73,0.14,0.03,0.06,1.59,2.52,2.83,3.13,3.91,1.53,2.12,1.4500000000000002,1.79,0.5900000000000001,0.6499999999999999,1.6800000000000002,66.49991607666016,12.479944229125977,180.6307373046875
2015-08-16,2.2,0.73,0.14,0.04,0.09,1.61,2.54,2.84,3.17,3.94,1.52,2.1100000000000003,1.4700000000000002,1.81,0.5900000000000001,0.6399999999999997,1.75,66.42659759521484,13.495102882385254,181.9076690673828
2015-08-23,2.05,0.64,0.15,0.02,0.03,1.44,2.44,2.74,3.15,3.93,1.41,2.02,1.4099999999999997,1.7999999999999998,0.6099999999999999,0.6900000000000004,1.8400000000000003,66.82572937011719,14.333308219909668,171.84022521972656
2015-08-30,2.19,0.72,0.14,0.02,0.06,1.52,2.61,2.92,3.06,3.84,1.46,2.13,1.47,1.89,0.6699999999999999,0.73,1.6599999999999997,66.42659759521484,13.271581649780273,173.0997772216797
2015-09-06,2.13,0.71,0.14,0.02,0.02,1.47,2.58,2.89,3.09,3.89,1.45,2.11,1.42,1.87,0.6599999999999999,0.7600000000000002,1.71,66.66189575195312,12.470629692077637,167.2886505126953
2015-09-13,2.2,0.71,0.14,0.04,0.04,1.52,2.63,2.95,3.1,3.9,1.48,2.16,1.4900000000000002,1.92,0.6800000000000002,0.75,1.67,66.4823226928711,12.302987098693848,170.8934783935547
2015-09-20,2.13,0.69,0.14,0.0,0.0,1.45,2.58,2.93,3.11,3.91,1.45,2.13,1.44,1.8900000000000001,0.6799999999999999,0.8000000000000003,1.7000000000000002,66.74351501464844,13.485788345336914,170.6555938720703
2015-09-27,2.17,0.7,0.13,0.0,0.0,1.48,2.6,2.96,3.08,3.86,1.48,2.17,1.47,1.9000000000000001,0.69,0.79,1.73,66.52311706542969,13.020118713378906,168.38539123535156
2015-10-04,1.99,0.58,0.13,0.0,0.0,1.29,2.44,2.82,3.07,3.85,1.29,1.99,1.4100000000000001,1.8599999999999999,0.7,0.8299999999999998,1.8000000000000003,67.16363525390625,13.495102882385254,170.2626190185547
2015-10-11,2.12,0.65,0.13,0.01,0.01,1.41,2.55,2.94,2.99,3.76,1.4,2.1100000000000003,1.4700000000000002,1.9,0.7100000000000002,0.8199999999999998,1.6399999999999997,66.87737274169922,15.143573760986328,175.78958129882812
2015-10-18,2.04,0.61,0.13,0.03,0.01,1.36,2.46,2.87,3.03,3.82,1.35,2.0300000000000002,1.4300000000000002,1.85,0.6799999999999999,0.8300000000000001,1.7799999999999998,67.12271881103516,15.264646530151367,177.48350524902344
2015-10-25,2.09,0.66,0.12,0.01,0.01,1.43,2.54,2.9,2.98,3.79,1.42,2.08,1.4299999999999997,1.88,0.6599999999999999,0.81,1.75,67.08181762695312,15.385720252990723,181.18560791015625
2015-11-01,2.16,0.75,0.07,0.01,0.08,1.52,2.57,2.93,2.98,3.76,1.44,2.08,1.4100000000000001,1.8199999999999998,0.6400000000000001,0.77,1.5699999999999998,66.89373779296875,13.932831764221191,181.55230712890625
2015-11-08,2.34,0.9,0.12,0.04,0.08,1.73,2.76,3.09,3.09,3.87,1.65,2.26,1.44,1.8599999999999999,0.6099999999999999,0.75,1.6100000000000003,66.3028335571289,12.535823822021484,183.3946533203125
2015-11-15,2.28,0.86,0.12,0.03,0.14,1.67,2.72,3.06,3.2,3.98,1.5299999999999998,2.1399999999999997,1.42,1.8600000000000003,0.6099999999999999,0.7800000000000002,1.6600000000000001,66.45856475830078,12.684837341308594,176.8461151123047
2015-11-22,2.26,0.93,0.12,0.05,0.12,1.7,2.68,3.02,3.18,3.97,1.58,2.1399999999999997,1.3299999999999996,1.75,0.5599999999999998,0.7600000000000002,1.73,66.57328796386719,12.479944229125977,182.7572784423828
2015-11-29,2.22,0.92,0.12,0.13,0.18,1.64,2.64,3.0,3.18,3.95,1.46,2.04,1.3000000000000003,1.7200000000000002,0.5800000000000003,0.7799999999999998,1.7200000000000002,66.66344451904297,12.526509284973145,182.9755859375
2015-12-06,2.28,0.96,0.13,0.17,0.23,1.71,2.65,3.01,3.16,3.93,1.48,2.05,1.3199999999999998,1.69,0.5699999999999998,0.73,1.6,66.54605865478516,13.81175708770752,183.02798461914062
2015-12-13,2.13,0.88,0.14,0.15,0.23,1.56,2.49,2.87,3.19,3.95,1.33,1.9,1.25,1.6100000000000003,0.5699999999999998,0.7400000000000002,1.71,66.82530212402344,13.392656326293945,176.26988220214844
2015-12-20,2.19,0.97,0.37,0.16,0.19,1.67,2.54,2.9,3.22,3.97,1.48,2.0,1.22,1.57,0.52,0.71,1.73,66.65281677246094,12.70346450805664,175.68521118164062
2015-12-27,2.25,1.03,0.36,0.15,0.2,1.73,2.61,2.96,3.22,3.96,1.53,2.05,1.22,1.5799999999999998,0.52,0.71,1.71,66.54619598388672,13.404204368591309,180.65660095214844
2016-01-03,2.27,1.06,0.2,0.14,0.16,1.76,2.67,3.01,3.24,4.01,1.6,2.11,1.21,1.6099999999999999,0.51,0.7399999999999998,1.7399999999999998,66.51326751708984,12.887571334838867,179.0667724609375
2016-01-10,2.13,0.94,0.36,0.2,0.2,1.57,2.55,2.91,3.26,3.97,1.37,1.93,1.19,1.6099999999999999,0.5599999999999998,0.7800000000000002,1.81,66.94979095458984,13.639034271240234,168.57069396972656
2016-01-17,2.03,0.85,0.36,0.19,0.24,1.46,2.44,2.81,3.19,3.92,1.22,1.7899999999999998,1.1799999999999997,1.5899999999999999,0.5699999999999998,0.7800000000000002,1.8199999999999998,67.04039764404297,12.295796394348145,164.96066284179688
2016-01-24,2.07,0.88,0.38,0.26,0.31,1.49,2.46,2.83,3.1,3.81,1.18,1.7599999999999998,1.19,1.58,0.5799999999999998,0.7600000000000002,1.79,66.96625518798828,12.239436149597168,167.34100341796875
2016-01-31,1.94,0.76,0.29,0.22,0.33,1.33,2.36,2.75,3.07,3.79,1.0,1.6099999999999999,1.18,1.5999999999999999,0.6099999999999999,0.81,1.79,67.3121337890625,13.347843170166016,170.1516571044922
2016-02-07,1.86,0.74,0.38,0.23,0.3,1.25,2.27,2.68,3.01,3.72,0.95,1.56,1.12,1.53,0.6100000000000001,0.8200000000000001,1.85,67.43924713134766,16.015533447265625,165.08367919921875
2016-02-14,1.74,0.71,0.38,0.26,0.3,1.2,2.15,2.6,2.95,3.65,0.8999999999999999,1.44,1.03,1.44,0.54,0.8600000000000001,2.02,67.67864227294922,17.696929931640625,163.92425537109375
2016-02-21,1.76,0.76,0.38,0.26,0.31,1.24,2.17,2.61,2.95,3.65,0.9299999999999999,1.45,1.0,1.41,0.52,0.8499999999999999,1.9,67.70340728759766,17.26483917236328,168.6409454345703
2016-02-28,1.76,0.8,0.37,0.26,0.33,1.23,2.2,2.63,2.93,3.62,0.8999999999999999,1.43,0.96,1.4000000000000001,0.53,0.8699999999999999,1.9100000000000001,67.84366607666016,17.556032180786133,171.35501098632812
2016-03-06,1.88,0.88,0.36,0.25,0.29,1.38,2.29,2.7,2.94,3.64,1.0899999999999999,1.5899999999999999,0.9999999999999999,1.4100000000000001,0.5,0.8200000000000003,1.81,67.61616516113281,18.514142990112305,176.0453338623047
2016-03-13,1.98,0.97,0.36,0.27,0.33,1.49,2.34,2.75,2.96,3.68,1.16,1.65,1.01,1.3699999999999999,0.49,0.77,1.7500000000000002,67.58309173583984,18.767763137817383,178.0918731689453
2016-03-20,1.88,0.84,0.37,0.27,0.3,1.34,2.26,2.68,2.99,3.73,1.04,1.5799999999999998,1.04,1.42,0.5399999999999998,0.8000000000000003,1.82,68.13715362548828,19.359540939331055,180.44065856933594
2016-03-27,1.91,0.89,0.37,0.24,0.3,1.39,2.28,2.67,2.96,3.71,1.0899999999999999,1.6099999999999999,1.02,1.3899999999999997,0.52,0.76,1.8,68.0627670288086,18.279312133789062,179.3282012939453
2016-04-03,1.79,0.76,0.37,0.2,0.23,1.24,2.2,2.62,2.98,3.71,1.01,1.56,1.03,1.4400000000000002,0.55,0.8300000000000001,1.93,68.56159973144531,18.899269104003906,182.68312072753906
2016-04-10,1.72,0.7,0.37,0.2,0.23,1.16,2.13,2.55,2.88,3.59,0.9299999999999999,1.49,1.02,1.43,0.56,0.8299999999999998,1.89,68.81849670410156,20.13918113708496,180.54656982421875
2016-04-17,1.76,0.74,0.37,0.19,0.22,1.22,2.14,2.56,2.86,3.58,1.0,1.54,1.02,1.4000000000000001,0.54,0.8,1.78,68.84333801269531,20.85306739807129,183.4423828125
2016-04-24,1.89,0.84,0.37,0.19,0.23,1.37,2.3,2.7,2.85,3.59,1.1400000000000001,1.66,1.0499999999999998,1.46,0.5199999999999998,0.8100000000000003,1.71,68.56159973144531,21.219406127929688,184.4929962158203
2016-05-01,1.83,0.77,0.3,0.16,0.22,1.28,2.26,2.66,2.89,3.66,1.06,1.61,1.06,1.4899999999999998,0.55,0.8300000000000001,1.82,68.76050567626953,24.262826919555664,182.16224670410156
2016-05-08,1.79,0.74,0.37,0.2,0.19,1.23,2.2,2.62,2.86,3.61,1.04,1.6,1.05,1.4600000000000002,0.56,0.8300000000000001,1.8499999999999999,68.94651794433594,23.60529899597168,181.62368774414062
2016-05-15,1.71,0.76,0.37,0.25,0.29,1.22,2.14,2.55,2.81,3.57,0.9299999999999999,1.42,0.95,1.3800000000000001,0.49,0.8399999999999999,1.8199999999999998,69.09598541259766,23.28592872619629,180.77613830566406
2016-05-22,1.85,0.89,0.37,0.26,0.33,1.38,2.24,2.63,2.81,3.58,1.0499999999999998,1.52,0.9600000000000001,1.35,0.4700000000000002,0.7799999999999998,1.73,68.6476058959961,22.59082794189453,181.42062377929688
2016-05-29,1.85,0.9,0.37,0.23,0.32,1.39,2.25,2.65,2.89,3.64,1.0699999999999998,1.53,0.9500000000000001,1.35,0.4600000000000002,0.7999999999999998,1.81,68.6974105834961,20.9282169342041,185.6143341064453
2016-06-05,1.71,0.78,0.37,0.19,0.3,1.23,2.09,2.52,2.92,3.66,0.9299999999999999,1.41,0.9299999999999999,1.3099999999999998,0.48,0.81,1.85,69.34545135498047,23.793161392211914,185.64955139160156
2016-06-12,1.64,0.73,0.37,0.18,0.26,1.17,2.02,2.44,2.87,3.6,0.9099999999999999,1.38,0.9099999999999999,1.29,0.47,0.8,1.9200000000000002,69.46194458007812,24.384939193725586,185.46417236328125
2016-06-19,1.62,0.7,0.38,0.22,0.27,1.13,1.99,2.43,2.81,3.54,0.8599999999999999,1.35,0.9200000000000002,1.29,0.4900000000000002,0.81,1.97,69.60340881347656,24.225257873535156,183.27813720703125
2016-06-26,1.57,0.64,0.4,0.24,0.27,1.08,1.96,2.42,2.83,3.56,0.81,1.3,0.93,1.3199999999999998,0.49,0.8499999999999999,1.82,69.64501190185547,25.127010345458984,180.3673553466797
2016-07-03,1.46,0.59,0.41,0.24,0.28,1.0,1.81,2.24,2.78,3.48,0.72,1.18,0.87,1.2200000000000002,0.45999999999999996,0.7800000000000002,1.99,70.33934783935547,27.28746223449707,186.2955322265625
2016-07-10,1.37,0.61,0.4,0.26,0.28,0.95,1.69,2.11,2.74,3.41,0.6699999999999999,1.09,0.7600000000000001,1.08,0.42000000000000015,0.7399999999999998,2.0100000000000002,70.7728500366211,28.687061309814453,188.71827697753906
2016-07-17,1.6,0.71,0.4,0.27,0.32,1.15,1.9,2.3,2.72,3.42,0.8299999999999998,1.28,0.8900000000000001,1.19,0.4500000000000002,0.6999999999999997,1.89,70.07254028320312,28.057710647583008,191.54043579101562
2016-07-24,1.57,0.71,0.4,0.29,0.33,1.13,1.9,2.29,2.75,3.45,0.7999999999999998,1.24,0.8600000000000001,1.19,0.44000000000000017,0.72,1.8800000000000001,70.22262573242188,27.033842086791992,192.79173278808594
2016-07-31,1.46,0.67,0.3,0.19,0.28,1.03,1.78,2.18,2.78,3.48,0.75,1.18,0.7899999999999999,1.1099999999999999,0.42999999999999994,0.7200000000000002,1.96,70.56444549560547,28.734027862548828,192.68524169921875
2016-08-07,1.59,0.72,0.4,0.23,0.28,1.13,1.91,2.32,2.74,3.43,0.8499999999999999,1.31,0.8700000000000001,1.19,0.4600000000000002,0.7299999999999998,1.9200000000000002,70.16763305664062,28.3958683013916,193.62594604492188
2016-08-14,1.51,0.71,0.4,0.27,0.29,1.1,1.85,2.23,2.76,3.45,0.81,1.22,0.8,1.1400000000000001,0.4099999999999999,0.72,1.8800000000000001,70.44332122802734,29.16611671447754,193.87442016601562
2016-08-21,1.58,0.76,0.4,0.27,0.3,1.17,1.93,2.29,2.74,3.43,0.8699999999999999,1.28,0.8200000000000001,1.17,0.41000000000000014,0.71,1.9000000000000001,70.33470916748047,28.142250061035156,193.94540405273438
2016-08-28,1.62,0.84,0.4,0.28,0.34,1.23,1.96,2.29,2.74,3.43,0.8899999999999999,1.28,0.7800000000000001,1.12,0.3900000000000001,0.6699999999999999,1.85,70.20944213867188,25.53091812133789,192.83609008789062
2016-09-04,1.6,0.8,0.4,0.25,0.33,1.2,1.95,2.28,2.77,3.46,0.8699999999999999,1.27,0.8,1.15,0.40000000000000013,0.6799999999999997,1.89,70.33975982666016,25.69060516357422,193.7946014404297
2016-09-11,1.67,0.79,0.4,0.24,0.35,1.23,2.05,2.39,2.76,3.44,0.88,1.3199999999999998,0.8799999999999999,1.2599999999999998,0.43999999999999995,0.7200000000000002,1.8299999999999998,69.9798355102539,24.807636260986328,189.27737426757812
2016-09-18,1.7,0.77,0.4,0.2,0.3,1.21,2.1,2.44,2.77,3.5,0.9099999999999999,1.4,0.9299999999999999,1.33,0.49,0.74,1.79,70.01333618164062,24.384939193725586,190.31378173828125
2016-09-25,1.62,0.77,0.4,0.09,0.18,1.16,2.02,2.34,2.76,3.48,0.98,1.4400000000000002,0.8500000000000001,1.25,0.4600000000000002,0.7199999999999998,1.85,70.30621337890625,25.38062858581543,192.65066528320312
2016-10-02,1.6,0.77,0.29,0.2,0.29,1.14,1.99,2.32,2.72,3.42,0.8499999999999999,1.31,0.8300000000000001,1.22,0.4600000000000002,0.7199999999999998,1.8599999999999999,70.42342376708984,24.826425552368164,192.92715454101562
2016-10-09,1.73,0.83,0.4,0.26,0.33,1.26,2.14,2.46,2.72,3.42,0.9299999999999999,1.4,0.9,1.31,0.47,0.73,1.67,70.0301513671875,21.60453224182129,191.8032989501953
2016-10-16,1.8,0.84,0.41,0.26,0.32,1.28,2.22,2.55,2.76,3.47,0.96,1.48,0.9600000000000001,1.3800000000000003,0.52,0.7499999999999998,1.7200000000000002,69.828857421875,21.595136642456055,190.0907745361328
2016-10-23,1.74,0.84,0.41,0.25,0.34,1.25,2.15,2.48,2.79,3.52,0.9099999999999999,1.4,0.9,1.31,0.49,0.74,1.76,70.13912963867188,23.12624168395996,190.85784912109375
2016-10-30,1.86,0.86,0.41,0.18,0.3,1.33,2.27,2.62,2.78,3.47,1.03,1.56,1.0,1.4100000000000001,0.53,0.76,1.62,69.68633270263672,22.36538314819336,189.573486328125
2016-11-06,1.79,0.8,0.41,0.25,0.38,1.24,2.22,2.56,2.84,3.54,0.86,1.4100000000000001,0.99,1.4200000000000002,0.55,0.77,1.72,69.89034271240234,23.548938751220703,186.0145721435547
2016-11-13,2.15,0.92,0.41,0.3,0.48,1.56,2.58,2.94,2.88,3.57,1.08,1.67,1.23,1.6600000000000001,0.5899999999999999,0.79,1.42,68.56278228759766,19.650728225708008,193.03421020507812
2016-11-20,2.34,1.07,0.41,0.28,0.44,1.8,2.7,3.01,3.14,3.94,1.36,1.9,1.2699999999999998,1.6300000000000001,0.5399999999999998,0.6699999999999999,1.65,68.09229278564453,19.772842407226562,194.88941955566406
2016-11-27,2.36,1.12,0.41,0.34,0.49,1.83,2.71,3.01,3.25,4.03,1.34,1.8699999999999999,1.2399999999999998,1.5899999999999999,0.5299999999999998,0.6499999999999999,1.6700000000000004,67.99144744873047,19.359540939331055,197.58309936523438
2016-12-04,2.4,1.11,0.41,0.34,0.49,1.84,2.78,3.08,3.34,4.08,1.35,1.91,1.2899999999999998,1.6699999999999997,0.5599999999999998,0.6800000000000002,1.63,67.95781707763672,20.073429107666016,195.94190979003906
2016-12-11,2.47,1.15,0.41,0.41,0.54,1.89,2.87,3.16,3.36,4.13,1.3499999999999999,1.9300000000000002,1.3200000000000003,1.7200000000000002,0.5800000000000003,0.69,1.73,67.85675811767578,19.415897369384766,202.03387451171875
2016-12-18,2.6,1.28,0.66,0.46,0.51,2.07,2.91,3.19,3.37,4.16,1.5599999999999998,2.09,1.32,1.6300000000000001,0.5300000000000002,0.5899999999999999,1.56,67.4695053100586,17.922365188598633,201.9058380126953
2016-12-25,2.55,1.22,0.66,0.42,0.52,2.04,2.86,3.12,3.52,4.3,1.52,2.03,1.3299999999999998,1.64,0.5099999999999998,0.5700000000000003,1.75,67.74312591552734,18.2191104888916,202.50698852539062
2017-01-01,2.45,1.2,0.55,0.44,0.51,1.93,2.79,3.06,3.55,4.32,1.42,1.9400000000000002,1.2500000000000002,1.59,0.5200000000000002,0.6099999999999999,1.83,68.19041442871094,19.707536697387695,200.55104064941406
2017-01-08,2.42,1.22,0.66,0.5,0.53,1.92,2.73,3.0,3.44,4.2,1.39,1.89,1.2,1.51,0.5,0.5800000000000001,1.83,68.32545471191406,21.09234046936035,203.85275268554688
2017-01-15,2.4,1.21,0.66,0.52,0.53,1.9,2.71,2.99,3.37,4.12,1.3699999999999999,1.8699999999999999,1.19,1.5,0.5,0.5900000000000003,1.7600000000000002,68.41832733154297,21.422056198120117,203.70921325683594
2017-01-22,2.48,1.2,0.66,0.46,0.5,1.95,2.79,3.05,3.34,4.09,1.45,1.98,1.28,1.59,0.53,0.5699999999999998,1.6199999999999997,68.2072982788086,21.7800350189209,203.4310760498047
2017-01-29,2.49,1.22,0.66,0.49,0.52,1.94,2.8,3.06,3.4,4.19,1.42,1.9700000000000002,1.2700000000000002,1.5799999999999998,0.5500000000000003,0.5699999999999998,1.6800000000000006,68.19041442871094,21.874237060546875,205.4318389892578
2017-02-05,2.49,1.21,0.66,0.49,0.51,1.93,2.82,3.11,3.41,4.19,1.42,1.9800000000000002,1.2800000000000002,1.6099999999999999,0.5600000000000003,0.6199999999999997,1.7100000000000004,68.25617218017578,23.080053329467773,205.76380920410156
2017-02-12,2.41,1.2,0.66,0.51,0.55,1.89,2.75,3.01,3.39,4.17,1.3399999999999999,1.86,1.2100000000000002,1.55,0.5200000000000002,0.5999999999999996,1.77,68.56063842773438,23.824268341064453,207.71070861816406
2017-02-19,2.42,1.21,0.66,0.5,0.53,1.92,2.78,3.03,3.35,4.15,1.39,1.89,1.21,1.5699999999999998,0.5,0.6099999999999999,1.7000000000000002,68.51830291748047,23.353246688842773,210.9226837158203
2017-02-26,2.31,1.12,0.66,0.4,0.52,1.8,2.69,2.95,3.37,4.16,1.28,1.79,1.19,1.5699999999999998,0.51,0.6400000000000001,1.7800000000000002,68.93277740478516,22.731496810913086,212.40310668945312
2017-03-05,2.49,1.32,0.66,0.56,0.71,2.02,2.83,3.08,3.32,4.1,1.31,1.7800000000000002,1.1700000000000002,1.51,0.4700000000000002,0.5899999999999999,1.6099999999999994,68.38065338134766,20.913352966308594,213.91033935546875
2017-03-12,2.58,1.36,0.66,0.6,0.75,2.11,2.94,3.16,3.42,4.21,1.3599999999999999,1.83,1.22,1.5799999999999998,0.4700000000000002,0.5800000000000001,1.6099999999999999,67.97384643554688,20.47059440612793,213.2554168701172
2017-03-19,2.5,1.33,0.91,0.71,0.73,2.03,2.86,3.11,3.5,4.3,1.2999999999999998,1.77,1.17,1.5299999999999998,0.4700000000000002,0.6099999999999999,1.77,68.28741455078125,21.356115341186523,213.58840942382812
2017-03-26,2.4,1.26,0.91,0.73,0.78,1.93,2.74,3.0,3.44,4.23,1.15,1.6199999999999999,1.14,1.4800000000000002,0.47,0.6000000000000001,1.8200000000000003,68.62638854980469,21.591623306274414,210.73190307617188
2017-04-02,2.4,1.27,0.82,0.74,0.76,1.93,2.76,3.02,3.39,4.14,1.17,1.64,1.13,1.4899999999999998,0.47,0.6200000000000001,1.7199999999999998,68.71113586425781,21.488000869750977,212.42596435546875
2017-04-09,2.38,1.29,0.91,0.77,0.82,1.92,2.74,3.0,3.36,4.1,1.1,1.56,1.0899999999999999,1.4500000000000002,0.45999999999999996,0.6200000000000001,1.7599999999999998,68.81644439697266,22.13800811767578,211.9394073486328
2017-04-16,2.24,1.21,0.91,0.76,0.81,1.77,2.62,2.89,3.34,4.08,0.96,1.4300000000000002,1.0300000000000002,1.4100000000000001,0.4700000000000002,0.6499999999999999,1.8399999999999999,69.36846160888672,23.117734909057617,209.51544189453125
2017-04-23,2.24,1.2,0.91,0.72,0.79,1.77,2.61,2.89,3.23,3.97,0.98,1.4500000000000002,1.0400000000000003,1.41,0.4700000000000002,0.6499999999999999,1.73,69.36846160888672,22.241634368896484,211.3897705078125
2017-04-30,2.29,1.28,0.83,0.68,0.8,1.81,2.67,2.96,3.27,4.03,1.01,1.49,1.01,1.39,0.48,0.6699999999999999,1.7300000000000004,69.258056640625,20.94161605834961,214.5345458984375
